id,country,name,slug,start_date,parent
10049,,Entropy Studio,entropy-studio,,
13220,,Pandoneum Studio,pandoneum-studio,,
13232,,Stargate Network Association,stargate-network-association,,
13329,702.0,Proxima Beta,proxima-beta,1480636800.0,3595.0
27382,300.0,Happyland Games,happyland-games,,
29287,,SciPlay,sciplay,,
32973,,CesarZ,cesarz,,
44439,840.0,Possqueen,possqueen,,
3290,,HEALTH,health,,
10936,,Probe 2000,probe-2000,,
11191,,QUARTOMUNDO,quartomundo,,
12037,,Skylight Studios,skylight-studios,,
12546,840.0,Starfall Studios,starfall-studios,,
17814,246.0,Empires Not Vampires Entertainment,empires-not-vampires-entertainment,,
20693,376.0,Jelly Button,jelly-button,1325289600.0,
34648,,Retro Ninja,retro-ninja,,
35555,826.0,Square Enix Limited,square-enix-limited,1257724800.0,14692.0
37797,,Giygas&Beatz,giygas-and-beatz,,
17621,,plarium,plarium,,
26047,,Black Beard Design Studio Inc.,black-beard-design-studio-inc,,
26995,,Naturally Intelligent,naturally-intelligent,,
34343,,Mistflux Games,mistflux-games,,
37150,,Artnroll Games,artnroll-games,,
42281,276.0,Teamdrew Interactive,teamdrew-interactive,,
42782,752.0,Embracer Group,embracer-group,946598400.0,
42836,124.0,Goose Byte,goose-byte,1630454400.0,36725.0
42957,246.0,Void Chamber,void-chamber,1659916800.0,
42977,,Laser Beam,laser-beam,,
8273,,Black Point,black-point,,
16868,276.0,Jonas Manke,jonas-manke,,
20949,840.0,Ghost Story Games,ghost-story-games,,33682.0
21999,,Hasegawa Corporation,hasegawa-corporation,,
28380,,Li Yang,li-yang,,
34130,,Tonic Innovations,tonic-innovations,,
38510,,Elysium Game Studio,elysium-game-studio,,
38615,,TBD,tbd,,
38702,,amnedge,amnedge,,
38910,,Enhearten Media,enhearten-media,,
19577,76.0,Manifesto Games,manifesto-games,1135987200.0,
19901,,Ernest Placido,ernest-placido,,
31656,,Ongame,ongame,,
32882,,Wreckit Games,wreckit-games,,
33395,,Glivi Games,glivi-games,,
33854,,Onessus,onessus,,
34977,,Soramame Games,soramame-games,,
36561,,TinyPlay,tinyplay,,
36575,,WindraX,windrax,,
36597,,GREAT FISH INTERACTIVE,great-fish-interactive,,
17857,246.0,Superplus Games,superplus-games,,
27998,,INGLOOM,ingloom,,
28037,,Brandon Macleod,brandon-macleod,,
28055,,HES games,hes-games,,
28056,,Typer Games,typer-games,,
28084,,Hazy Paw Games Inc.,hazy-paw-games-inc,,
28098,276.0,Bootcamp Bros.,bootcamp-bros,,
28247,,loubro studio,loubro-studio,,
28253,,Bug Mane LLC,bug-mane-llc,,
28262,,Sinking Ship Studios,sinking-ship-studios,,
4306,,JSC Games,jsc-games,,
13516,380.0,CoseBelle,cosebelle,1483142400.0,8623.0
14369,,EA Originals,ea-originals,,
14790,,Aloft Studio,aloft-studio,,
15333,826.0,Quarter Circle Games,quarter-circle-games,1434326400.0,
17743,752.0,Kaludoscope,kaludoscope,,
18028,,Lawl Games,lawl-games,,
18533,,TwoBros,twobros,,
18737,826.0,Octet Storm,octet-storm,,
18948,,Prime Chaos,prime-chaos,,
154,,Neowiz Games,neowiz-games,,
1835,826.0,Big Bit Ltd,big-bit-ltd,1325289600.0,
3442,,Asia Soft Inc.,asia-soft-inc,,
4663,,Jinnan Studio,jinnan-studio,,
4756,,Area 52 Games,area-52-games,,
5001,,Prismatic Games,prismatic-games,,
5304,840.0,Moonshot Games,moonshot-games,1254873600.0,
7527,840.0,Hitbox Team,hitbox-team,,
9933,578.0,Kreative Spill,kreative-spill,,
12146,756.0,Sycoforge,sycoforge,1293753600.0,
1049,,ITT Family Games,itt-family-games,,
1101,,Meadowhill Interactive,meadowhill-interactive,,
1211,,Robotoki,robotoki,,
1369,,Project Reality Team,project-reality-team,,
1504,,Victory Games,victory-games,1293753600.0,1.0
1654,,Scary Pixel,scary-pixel,,
2279,,Taitale Studios,taitale-studios,,
2621,840.0,Intermetrics Entertainment Software,intermetrics-entertainment-software,,
2899,,Tripmine Studios,tripmine-studios,,
3088,,Blue Machine Interactive,blue-machine-interactive,,
